sample_id	Productive	mutatedStatus	totalCloneCount	totalCloneFraction	cloneId	cloneCount	cloneFraction	V_Gene	J_Gene	C_Gene	igblastnTopVAllele	igblastnVAllele	igblastnJAllele	igblastnTopVAlleles	bestVGene	bestDGene	bestJGene	bestCGene	bestVHitScore	bestDHitScore	bestJHitScore	bestCHitScore	igblastnTopBitScore	allBitScores	patient_id	biopsy_id	preservation	locus
CCS_0093-D76304	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-27128	Bx_19544	FFPE	IGK
DLC_0087-A38042	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-27193	Bx_19546	Immunotube	IGK
CCS_1304-D85833	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-27789	Bx_19574	FFPE	IGK
09-31008T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-31008	Bx_19770	Snap_Frozen_Tissue	IGK
09-31233T	Yes	UNMUTATED	98268	0.9666053529799437	0	98268	0.9666053529799437	IGKV2-30	IGKJ2	IGKC	IGKV2-30*02	IGKV2-30*02,IGKV2-30*01,IGKV2D-30*01	IGKJ2*01,IGKJ2*02	IGKV2-30*02	IGKV2-30	NA	IGKJ2	IGKC	270.5	NA	134.2	230.1	455	455,452,449	09-31233	Bx_19786	Immunotube	IGK
DLC_0364-A38269	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-31895	Bx_19832	Immunotube	IGK
09-33003T	Yes	MUTATED	342	0.28287841191067	2	342	0.28287841191067	IGKV1-5	IGKJ1	IGKC	IGKV1-5*04	IGKV1-5*04,IGKV1-5*03,IGKV1-5*05	IGKJ1*01	IGKV1-5*04	IGKV1-5	NA	IGKJ1	IGKC	284.7	NA	97.7	187.2	280	280,277,277	09-33003	Bx_19921	Snap_Frozen_Tissue	IGK
CCS_0099-B38411	Yes	MUTATED	837	0.9038876889848811	0,3,4,5,8,12,15,16,18,32,35,48,51,75,76,78,80,81,84	751	0.8110151187904968	IGKV3-11	IGKJ2	IGKC	IGKV3-11*01	IGKV3-11*01,IGKV3-11*02,IGKV3D-11*01	IGKJ2*01	IGKV3-11*01	IGKV3D-11	NA	IGKJ2	IGKC	223.0	NA	128.7	151.6	243	243,240,233	09-34888	Bx_20049	FFPE	IGK
CCS_0764-F115535	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-35013	Bx_20069	FFPE	IGK
CCS_1345-D99071	Yes	MUTATED	364	0.7615062761506276	0,6,8,16,20,21,62,76,79,110,113	324	0.6778242677824268	IGKV2-30	IGKJ1	IGKC	IGKV2-30*01	IGKV2-30*01,IGKV2-30*02,IGKV2D-30*01	IGKJ1*01	IGKV2-30*01,IGKV2-30*02	IGKV2D-30	NA	IGKJ1	IGKC	301.5	NA	149.3	153.0	251	251,251,248	09-35503	Bx_20094	FFPE	IGK
09-37629T	Yes	MUTATED	56919	0.9889497002866824	0	56919	0.9889497002866824	IGKV4-1	IGKJ4	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ4*01	IGKV4-1*01	IGKV4-1	NA	IGKJ4	IGKC	288.5	NA	134.5	182.2	400	400,397,215	09-37629	Bx_20256	Immunotube	IGK
CLC01963-F54418	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-38597	Bx_55072	FFPE	IGK
CCS_1115-D99065	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-38690	Bx_20330	FFPE	IGK
09-41082T	Yes	MUTATED	18316	0.5695627837552086	1,2	11676	0.3630822812363953	IGKV4-1	IGKJ3	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3D-15*03	IGKJ3*01	IGKV4-1*01	IGKV4-1	NA	IGKJ1	IGKC	148.9	NA	76.9	173.0	355	355,352,185	09-41082	Bx_20516	Snap_Frozen_Tissue	IGK
CCS_0898-F80084	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-41102	Bx_20521	FFPE	IGK
DLC_0240-A38173	Yes	MUTATED	629	0.9011461318051576	0,81,101,104	626	0.8968481375358166	IGKV2-24	IGKJ3	IGKC	IGKV2-24*01	IGKV2-24*01,IGKV2-24*02,IGKV2D-24*01	IGKJ3*01	IGKV2-24*01	IGKV2D-24	NA	IGKJ3	IGKC	279.0	NA	119.6	213.5	447	447,444,434	09-41114	Bx_20522	Immunotube	IGK
10-10826T	Yes	MUTATED	13742	0.8336568793982043	0	13742	0.8336568793982043	IGKV1-5	IGKJ2	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*01,IGKV1-5*04	IGKJ2*01	IGKV1-5*03	IGKV1-5	NA	IGKJ2	IGKC	215.9	NA	100.1	203.3	364	364,361,361	10-10826	Bx_20572	Immunotube	IGK
10-11584_tumorA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-11584	Bx_20635	FFPE	IGK
DLC_0172-A38117	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-15025	Bx_20939	Immunotube	IGK
CCS_0655-D76298	Yes	MUTATED	130	0.19117647058823528	1,2,6,18,38,86,101,188,223	76	0.11176470588235296	IGKV3-15	IGKJ1	IGKC	IGKV3-15*01	IGKV3-15*01,IGKV3-15*02,IGKV3D-15*01	IGKJ1*01	IGKV3-15*01	IGKV3D-15	NA	IGKJ1	IGKC	281.4	NA	146.8	133.1	198	198,195,195	10-16106	Bx_20997	FFPE	IGK
CCS_1052-D99063	Yes	MUTATED	614	0.9069423929098965	0,4,9,11,24,25,27,28,49,59,62,68,70,75	588	0.8685376661742984	IGKV2-30	IGKJ1	IGKC	IGKV2-30*01	IGKV2-30*01,IGKV2D-30*01,IGKV2-30*02	IGKJ1*01	IGKV2-30*01,IGKV2D-30*01	IGKV2D-30	NA	IGKJ1	IGKC	323.4	NA	170.9	156.7	137	137,137,134	10-16888	Bx_21057	FFPE	IGK
DLC_0220-A38157	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-17749	Bx_21109	Immunotube	IGK
10-18191T	Yes	MUTATED	2128	0.39400111090538786	1	2128	0.39400111090538786	IGKV1-33	IGKJ2	IGKC	IGKV1-33*01	IGKV1-33*01,IGKV1D-33*01,IGKV1-27*01	IGKJ2*01,IGKJ2*02	IGKV1-33*01,IGKV1D-33*01	IGKV1D-33	NA	IGKJ2	IGKC	237.9	NA	112.8	219.3	375	375,375,313	10-18191	Bx_21144	Snap_Frozen_Tissue	IGK
CLC00813-D85855	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-19786	Bx_54155	FFPE	IGK
CLC00522-D85858	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-20321	Bx_21292	FFPE	IGK
DLC_0146-D74648	Yes	UNMUTATED	303	0.23616523772408418	1,2,510,1054,1332	2	0.00155884645362431	IGKV3-11	IGKJ1	IGKC	IGKV3-11*01	IGKV3-11*01,IGKV3-11*02,IGKV3D-11*01	IGKJ1*01	IGKV3-11*01,IGKV3-11*02	IGKV3D-11	NA	IGKJ1	IGKC	356.5	NA	175.0	147.5	42.3	42.3,42.3,39.2	10-21567	Bx_21392	Immunotube	IGK
CCS_0126-D76305	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-22026	Bx_21417	FFPE	IGK
CCS_0138-B38426	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-23724	Bx_21561	FFPE	IGK
CCS_0142-D76326	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-24392	Bx_21611	FFPE	IGK
CCS_0149-F115522	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-25284	Bx_21692	FFPE	IGK
CLC00345-D85848	Yes	MUTATED	330	0.691823899371069	0,8,18,19,53,134,144,149,157	312	0.6540880503144654	IGKV1-39	IGKJ4	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1D-39*01,IGKV1-39*02	IGKJ4*01	IGKV1-39*01,IGKV1D-39*01	IGKV1D-39	NA	IGKJ4	IGKC	249.7	NA	159.6	159.5	241	241,241,223	10-27119	Bx_21856	FFPE	IGK
DLC_0157_RNA-A38103	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-27154	Bx_21857	Immunotube	IGK
CCS_0171-D76301	Yes	MUTATED	906	0.880466472303207	0,21,27,50,87,88,171	891	0.8658892128279884	IGKV1-5	IGKJ1	IGKC	IGKV1-5*04	IGKV1-5*04,IGKV1-5*03,IGKV1-5*05	IGKJ1*01	IGKV1-5*04	IGKV1-5	NA	IGKJ1	IGKC	395.8	NA	150.5	187.8	389	389,386,386	10-27566	Bx_21893	FFPE	IGK
DLC_0272-A38196	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-28165	Bx_21932	Immunotube	IGK
DLC_0224-D74682	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-30074	Bx_22035	Immunotube	IGK
CCS_0190-D76306	Yes	MUTATED	176	0.9513513513513514	0,1	157	0.8486486486486486	IGKV1-5	IGKJ1	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ1*01	IGKV1-5*03	IGKV1-5	NA	IGKJ1	IGKC	323.6	NA	142.3	103.3	243	243,240,238	10-30256	Bx_22054	FFPE	IGK
CCS_0194-B22693	Yes	MUTATED	504	0.923076923076923	0,5,25,43	493	0.9029304029304028	IGKV1-17	IGKJ4	IGKC	IGKV1-17*02	IGKV1-17*02,IGKV1-17*01,IGKV1-17*03	IGKJ4*01,IGKJ4*02	IGKV1-17*02	IGKV1D-17	NA	IGKJ4	IGKC	232.3	NA	71.5	94.3	260	260,257,248	10-30445	Bx_22065	FFPE	IGK
CCS_0198-B38442	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-30587	Bx_22081	FFPE	IGK
CCS_0200-D76327	Yes	MUTATED	133	0.8986486486486486	0,5	115	0.777027027027027	IGKV3-20	IGKJ2	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3-20*02,IGKV3D-20*02	IGKJ2*01	IGKV3-20*01,IGKV3-20*02	IGKV3D-20	NA	IGKJ2	IGKC	182.4	NA	184.0	150.3	121	121,121,118	10-30649	Bx_22083	FFPE	IGK
10-31625T	Yes	MUTATED	794	0.10510987556261583	5,7	408	0.0540111199364575	IGKV2-28	IGKJ2	IGKC	IGKV2-28*01	IGKV2-28*01,IGKV2D-28*01,IGKV2/OR22-4*01	IGKJ2*01	IGKV2-28*01,IGKV2D-28*01	IGKV2D-28	NA	IGKJ2	IGKC	275.1	NA	144.6	208.6	276	276,276,221	10-31625	Bx_22139	Snap_Frozen_Tissue	IGK
CCS_0212-D76308	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-32439	Bx_22179	FFPE	IGK
DLC_0190-A38131	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-32847	Bx_22214	Immunotube	IGK
CCS_0235-B78366	Yes	MUTATED	482	0.9979296066252589	0,12,13,26	465	0.9627329192546584	IGKV2-28	IGKJ4	IGKC	IGKV2-28*01	IGKV2-28*01,IGKV2D-28*01,IGKV2/OR22-4*01	IGKJ4*01,IGKJ4*02	IGKV2-28*01,IGKV2D-28*01	IGKV2D-28	NA	IGKJ4	IGKC	375.0	NA	119.0	124.4	333	333,333,252	10-34862	Bx_22317	FFPE	IGK
10-39333T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-39333	Bx_22596	Snap_Frozen_Tissue	IGK
CCS_0265-D85969	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-39497	Bx_22613	FFPE	IGK
10-40676T	Yes	MUTATED	81667	0.9360007335159484	0	81667	0.9360007335159484	IGKV1-13	IGKJ5	IGKC	IGKV1-13*02	IGKV1-13*02,IGKV1D-13*02,IGKV1D-13*01	IGKJ5*01	IGKV1-13*02,IGKV1D-13*02	IGKV1D-13	NA	IGKJ5	IGKC	264.3	NA	109.6	194.1	403	403,403,400	10-40676	Bx_22704	Immunotube	IGK
DLC_0044-A38002	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10-41170	Bx_22720	Snap_Frozen_Tissue	IGK
CCS_0277-B38412	Yes	MUTATED	226	0.5809768637532133	0,3,5,9,21,62,109,224,255	190	0.4884318766066838	IGKV4-1	IGKJ1	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV4-1*03	IGKJ1*01	IGKV4-1*01	IGKV4-1	NA	IGKJ1	IGKC	273.9	NA	110.3	142.0	313	313,310,310	10-41572	Bx_22762	FFPE	IGK
CCS_0285-D76331	Yes	MUTATED	236	0.9477911646586344	0,2,10,38,40,45	226	0.9076305220883534	IGKV4-1	IGKJ4	IGKC	IGKV4-1*03	IGKV4-1*03,IGKV4-1*01,IGKV4-1*02	IGKJ4*01	IGKV4-1*03	IGKV4-1	NA	IGKJ4	IGKC	319.7	NA	155.7	183.8	185	185,182,182	11-11103	Bx_22832	FFPE	IGK
DLC_0362-A38268	Yes	MUTATED	2285	0.8964299725382503	0,57,110,163,217,235	2273	0.8917222440172616	IGKV3-11	IGKJ1	IGKC	IGKV3-11*01	IGKV3-11*01,IGKV3-11*02,IGKV3D-11*02	IGKJ1*01	IGKV3-11*01	IGKV3D-11	NA	IGKJ1	IGKC	275.1	NA	128.5	197.6	405	405,402,396	11-14210	Bx_23061	Snap_Frozen_Tissue	IGK
DLC_0341-A38255	Yes	MUTATED	14383	0.9870976597350902	0	14383	0.9870976597350902	IGKV3-11	IGKJ5	IGKC	IGKV3-11*01	IGKV3-11*01,IGKV3-11*02,IGKV3D-11*02	IGKJ5*01	IGKV3-11*01	IGKV3-11	NA	IGKJ5	IGKC	269.7	NA	130.5	211.8	371	371,367,364	11-18623	Bx_23432	Snap_Frozen_Tissue	IGK
11-21727T	Yes	MUTATED	2834	0.7380208333333333	0	2834	0.7380208333333333	IGKV4-1	IGKJ2	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3/OR2-268*02	IGKJ2*02	IGKV4-1*01	IGKV4-1	NA	IGKJ2	IGKC	229.4	NA	96.8	199.4	406	406,403,207	11-21727	Bx_23624	Immunotube	IGK
CLC01967-F80180	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11-23901	Bx_23767	FFPE	IGK
11-28845T	Yes	MUTATED	21555	0.6556853440408834	0	21555	0.6556853440408834	IGKV3-20	IGKJ1	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ1*01	IGKV3-20*01	IGKV3-20	NA	IGKJ1	IGKC	241.5	NA	94.5	177.2	392	392,377,377	11-28845	Bx_24105	Immunotube	IGK
DLC_0039-A37998	Yes	UNMUTATED	872	0.10950646741177947	3,4,327,693,739,741,1091,1094,1602,1609	452	0.05676252668592239	IGKV1-33	IGKJ2	IGKC	IGKV1-33*01	IGKV1-33*01,IGKV1D-33*01,IGKV1-39*01	IGKJ2*01	IGKV1-33*01,IGKV1D-33*01	IGKV1-33	NA	IGKJ2	IGKC	314.8	NA	128.5	207.3	315	315,315,244	11-29995	Bx_24182	Snap_Frozen_Tissue	IGK
DLC_0208-A38147	Yes	MUTATED	121	0.1948470209339774	7,9,22,36,81,101,112,242,796,836,940,953,959,962,980,1126,1127	57	0.09178743961352658	IGKV3-20	IGKJ1	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ1*01	IGKV3-20*01	IGKV3-20	NA	IGKJ1	IGKC	259.8	NA	115.3	174.2	274	274,265,260	11-33545	Bx_24433	Immunotube	IGK
11-34915T	Yes	MUTATED	15863	0.5926770035494116	1,2	13362	0.49923407435083134	IGKV4-1	IGKJ2	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ2*01,IGKJ2*02,IGKJ2*03	IGKV4-1*01	IGKV4-1	NA	IGKJ2	IGKC	264.9	NA	119.4	178.9	425	425,422,221	11-34915	Bx_24536	Immunotube	IGK
11-35935T	Yes	MUTATED	25934	0.20467370115777095	2,5	16143	0.1274021576999266	IGKV1-5	IGKJ1	IGKC	IGKV1-5*03	IGKV1-5*03,IGKV1-5*04,IGKV1-5*05	IGKJ1*01	IGKV1-5*03	IGKV1-5	NA	IGKJ1	IGKC	267.7	NA	147.5	177.4	413	413,410,406	11-35935	Bx_24621	Immunotube	IGK
CLC00284-D85843	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12-11182	Bx_25054	FFPE	IGK
12-17272_tumorA	Yes	MUTATED	2375	0.9867054424594932	1	2375	0.9867054424594932	IGKV4-1	IGKJ4	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-20*01	IGKJ4*01	IGKV4-1*01	IGKV4-1	NA	IGKJ4	IGKC	257.5	NA	146.4	220.4	246	246,243,132	12-17272	Bx_25416	FFPE	IGK
12-29259T	Yes	MUTATED	5909	0.10873925765076094	2	5909	0.10873925765076094	IGKV3-20	IGKJ2	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ2*01,IGKJ2*02	IGKV3-20*01	IGKV3-20	NA	IGKJ2	IGKC	248.0	NA	107.2	223.7	400	400,388,372	12-29259	Bx_26257	Snap_Frozen_Tissue	IGK
12-32967T	Yes	MUTATED	10971	0.4131425343626436	0	10971	0.4131425343626436	IGKV1-12	IGKJ3	IGKC	IGKV1-12*01	IGKV1-12*01,IGKV1-12*02,IGKV1D-12*02	IGKJ3*01	IGKV1-12*01,IGKV1-12*02,IGKV1D-12*02	IGKV1-12	NA	IGKJ3	IGKC	184.1	NA	89.0	208.2	341	341,341,341	12-32967	Bx_26505	Immunotube	IGK
CCS_0303-B22694	Yes	MUTATED	693	0.7078651685393259	0,2,3,12,23,58	278	0.2839632277834525	IGKV1-5	IGKJ2	IGKC	IGKV1-5*01	IGKV1-5*01,IGKV1-5*03,IGKV1-5*04	IGKJ2*01,IGKJ2*02,IGKJ2*03	IGKV1-5*01,IGKV1-5*03,IGKV1-5*04	IGKV1-5	NA	IGKJ2	IGKC	131.8	NA	90.6	117.2	112	112,112,112	12-34800	Bx_26640	FFPE	IGK
CLC00285-D85844	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12-34927	Bx_26646	FFPE	IGK
CLC02068-F54440	Yes	MUTATED	1004	0.9616858237547893	0,2,3,9,19,22,31,32,41,55,61	952	0.9118773946360154	IGKV2-28	IGKJ1	IGKC	IGKV2-28*01	IGKV2-28*01,IGKV2D-28*01,IGKV2-18*01	IGKJ1*01	IGKV2-28*01,IGKV2D-28*01	IGKV2-28	NA	IGKJ1	IGKC	431.3	NA	144.7	250.0	422	422,422,341	12-40442	Bx_55073	FFPE	IGK
CCS_0395-B22728	Yes	MUTATED	156	0.375	1,144	1	0.00240384615384615	IGKV1-5	IGKJ2	IGKC	IGKV1-5*01	IGKV1-5*01,IGKV1-5*02,IGKV1-5*03	IGKJ2*01	IGKV1-5*01,IGKV1-5*02,IGKV1-5*03	IGKV1-5	NA	IGKJ2	IGKC	247.0	NA	80.0	343.0	36.1	36.1,36.1,36.1	12-40779	Bx_27121	FFPE	IGK
CLC01983-F80190	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-12106	Bx_27310	FFPE	IGK
13-19570T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-19570	Bx_27736	Snap_Frozen_Tissue	IGK
CLC00348-D85849	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-20209	Bx_27776	FFPE	IGK
CCS_0308-B22695	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-21123	Bx_27836	FFPE	IGK
13-22818T	Yes	MUTATED	50633	0.9639790575916232	0	50633	0.9639790575916232	IGKV1-39	IGKJ2	IGKC	IGKV1-39*01	IGKV1-39*01,IGKV1D-39*01,IGKV1-39*02	IGKJ2*01	IGKV1-39*01,IGKV1D-39*01	IGKV1-39	NA	IGKJ2	IGKC	257.7	NA	126.1	224.7	400	400,400,375	13-22818	Bx_27936	Snap_Frozen_Tissue	IGK
CLC02076-F80197	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-24110	Bx_28019	FFPE	IGK
13-26597T	Yes	MUTATED	10019	0.9159809837264582	0	10019	0.9159809837264582	IGKV3-20	IGKJ3	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3D-20*01,IGKV3D-20*02	IGKJ3*01	IGKV3-20*01	IGKV3-20	NA	IGKJ3	IGKC	296.6	NA	122.4	182.0	396	396,380,371	13-26597	Bx_28164	Immunotube	IGK
GE0009-A34731	No	UNMUTATED	318	0.18171428571428572	6	318	0.18171428571428572	IGKV4-1	IGKJ5	NULL	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV4-1*03	IGKJ5*01	IGKV4-1*01	IGKV4-1	NA	IGKJ5	NA	345.9	NA	130.2	NA	350	350,347,347	13-26601	Bx_28167	Snap_Frozen_Tissue	IGK
13-26835_tumorA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-26835	Bx_28188	FFPE	IGK
13-27960T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-27960	Bx_28284	Snap_Frozen_Tissue	IGK
13-29091T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-29091	Bx_28334	Immunotube	IGK
CLC01568-F88606	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-30325	Bx_28410	FFPE	IGK
13-30451T	Yes	MUTATED	20449	0.699637334063227	0	20449	0.699637334063227	IGKV4-1	IGKJ2	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ2*01,IGKJ2*02	IGKV4-1*01	IGKV4-1	NA	IGKJ2	IGKC	102.5	NA	68.7	295.1	205	205,202,114	13-30451	Bx_28420	Snap_Frozen_Tissue	IGK
GE0033-A34732	Yes	MUTATED	99830	0.9254057862194905	0,5,66,215,217,293,364,369,443,452,690,840,1121,1461,1829,1932,2040,2088,2094,3052,3198,3219,3250,4350,4996	99165	0.9192413582135208	IGKV3-11	IGKJ4	IGKC	IGKV3-11*01	IGKV3-11*01,IGKV3-11*02,IGKV3D-11*02	IGKJ4*01	IGKV3-11*01	IGKV3D-11	NA	IGKJ4	IGKC	312.6	NA	123.3	214.6	288	288,285,279	13-31210	Bx_28481	Snap_Frozen_Tissue	IGK
13-34919T	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-34919	Bx_28755	Snap_Frozen_Tissue	IGK
CCS_0320-B22724	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-36177	Bx_28839	FFPE	IGK
13-38657_tumorA	NA	NA	NA	NA	NA	NA	NA	NULL	NULL	NULL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-38657	Bx_28999	FFPE	IGK
13-40370T	Yes	MUTATED	4599	0.3907391673746814	0,1	3881	0.32973661852166525	IGKV1-5	IGKJ1	IGKC	IGKV1-5*05	IGKV1-5*05,IGKV1-5*04,IGKV1-5*03	IGKJ1*01	IGKV1-5*05	IGKV1-5	NA	IGKJ1	IGKC	179.8	NA	66.5	166.5	318	318,315,311	13-40370	Bx_29093	Immunotube	IGK
13-40593T	Yes	MUTATED	10548	0.45278159340659335	0,2	9168	0.393543956043956	IGKV4-1	IGKJ3	IGKC	IGKV4-1*01	IGKV4-1*01,IGKV4-1*02,IGKV3-15*01	IGKJ3*01	IGKV4-1*01	IGKV4-1	NA	IGKJ3	IGKC	255.8	NA	128.2	275.6	319	319,316,182	13-40593	Bx_29123	Snap_Frozen_Tissue	IGK
CLC00289-D85845	Yes	MUTATED	1218	0.9493374902572096	0,2,3,5,108	1178	0.9181605611847232	IGKV3-20	IGKJ2	IGKC	IGKV3-20*01	IGKV3-20*01,IGKV3-20*02,IGKV3D-20*02	IGKJ2*01,IGKJ2*02	IGKV3-20*01	IGKV3-20	NA	IGKJ2	IGKC	363.6	NA	91.7	137.9	202	202,196,196	13-42815	Bx_29286	FFPE	IGK
